Field Sample ID,Location ID,Date Sampled,Parameter Name,Report Result,Report Units,Lab Qualifier,Detected,Sample Matrix,Sample Purpose,Sample Type,Filtered,Leached,Start Depth,End Depth,Elevation
S1643D1,S1643,6/3/2013,Arsenic,2.82,mg/kg,,Y,SOIL,REG,SB,N,N,6,6.5,0
S1643H2,S1643,6/3/2013,Arsenic,4.55,mg/kg,,Y,SOIL,REG,SB,N,N,14.5,15,0
S1644A2,S1644,6/3/2013,Arsenic,4.7,mg/kg,,Y,SOIL,REG,SB,N,N,0.5,1,0
S1644D3,S1644,6/3/2013,Arsenic,4.07,mg/kg,,Y,SOIL,REG,SB,N,N,7,7.5,0
S1644J4,S1644,6/3/2013,Arsenic,1.32,mg/kg,J,Y,SOIL,REG,SB,N,N,19.5,20,0
S1645A3,S1645,5/23/2013,Arsenic,1.9,mg/kg,U,N,SOIL,REG,SB,N,N,1,1.5,0
S1646A3,S1646,5/23/2013,Arsenic,5.6,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,0
S1647A1,S1647,6/18/2013,Arsenic,9.51,mg/kg,,Y,SOIL,REG,SB,N,N,0,0.5,0
S1647A3,S1647,6/18/2013,Arsenic,16.3,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,0
S1647E3,S1647,6/18/2013,Arsenic,5.25,mg/kg,,Y,SOIL,REG,SB,N,N,9,9.5,0
S1648A2,S1648,5/20/2013,Arsenic,53.4,mg/kg,,Y,SOIL,REG,SB,N,N,0.5,1,0
S1648D1,S1648,5/20/2013,Arsenic,4.92,mg/kg,,Y,SOIL,REG,SB,N,N,6,6.5,0
S1648F2,S1648,5/20/2013,Arsenic,5.19,mg/kg,,Y,SOIL,REG,SB,N,N,10.5,11,0
S1649A3,S1649,8/6/2013,Arsenic,7.57,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,0
S1649B2,S1649,8/6/2013,Arsenic,10.8,mg/kg,,Y,SOIL,REG,SB,N,N,2.5,3,0
S1649I3,S1649,8/6/2013,Arsenic,4.58,mg/kg,,Y,SOIL,REG,SB,N,N,17,17.5,0
S1650B3,S1650,6/28/2013,Arsenic,32,mg/kg,,Y,SOIL,REG,SB,N,N,3,3.5,0
S1650D4,S1650,6/28/2013,Arsenic,1.4,mg/kg,J,Y,SOIL,REG,SB,N,N,7.5,8,0
S1651A1,S1651,6/17/2013,Arsenic,9.28,mg/kg,,Y,SOIL,REG,SB,N,N,0,0.5,0
S1651A2,S1651,6/17/2013,Arsenic,20.6,mg/kg,,Y,SOIL,REG,SB,N,N,0.5,1,0
S1651C2,S1651,6/17/2013,Arsenic,4.26,mg/kg,,Y,SOIL,REG,SB,N,N,4.5,5,0
S1652A3,S1652,6/17/2013,Arsenic,31.2,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,0
S1652B2,S1652,6/17/2013,Arsenic,4.03,mg/kg,,Y,SOIL,REG,SB,N,N,2.5,3,0
S1652D4,S1652,6/17/2013,Arsenic,5.81,mg/kg,,Y,SOIL,REG,SB,N,N,7.5,8,0
#N/A,S1652,6/17/2013,Arsenic,26.8,mg/kg,,Y,SOIL,FD,SB,N,N,0,0,0
S1653A2,S1653,10/2/2013,Arsenic,10.7,mg/kg,,Y,SOIL,REG,SB,N,N,0.5,1,0
S1653C4,S1653,10/2/2013,Arsenic,16.6,mg/kg,,Y,SOIL,REG,SB,N,N,5.5,6,0
S16541,S1654,10/2/2013,Arsenic,16.9,mg/kg,,Y,SOIL,REG,SB,N,N,6,6.5,0
#N/A,S1653,10/2/2013,Arsenic,19.1,mg/kg,,Y,SOIL,FD,SB,N,N,6,6.5,0
S1655A1,S1655,6/18/2013,Arsenic,21.6,mg/kg,,Y,SOIL,REG,SB,N,N,0,0.5,0
S1655C1,S1655,6/18/2013,Arsenic,4.98,mg/kg,,Y,SOIL,REG,SB,N,N,4,4.5,0
S1655E1,S1655,6/18/2013,Arsenic,5.64,mg/kg,,Y,SOIL,REG,SB,N,N,8,8.5,0
S1660A3,S1660,6/24/2013,Arsenic,8.64,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,0
S1661C3,S1661,6/28/2013,Arsenic,43.3,mg/kg,,Y,SOIL,REG,SB,N,N,5,5.5,0
S1661D1,S1661,6/28/2013,Arsenic,24.4,mg/kg,,Y,SOIL,REG,SB,N,N,6,6.5,0
S1661F2,S1661,6/28/2013,Arsenic,35.6,mg/kg,,Y,SOIL,REG,SB,N,N,10.5,11,0
S1662A3,S1662,6/21/2013,Arsenic,2.11,mg/kg,J,Y,SOIL,REG,SB,N,N,1,1.5,0
S1662B1,S1662,6/21/2013,Arsenic,4.85,mg/kg,,Y,SOIL,REG,SB,N,N,2,2.5,0
S1663A1,S1663,6/21/2013,Arsenic,2.95,mg/kg,,Y,SOIL,REG,SB,N,N,0,0.5,0
S1663A2,S1663,6/21/2013,Arsenic,6.66,mg/kg,,Y,SOIL,REG,SB,N,N,0.5,1,0
S1663B4,S1663,6/21/2013,Arsenic,12.7,mg/kg,,Y,SOIL,REG,SB,N,N,3.5,4,0
S1665A2,S1665,6/24/2013,Arsenic,9.36,mg/kg,,Y,SOIL,REG,SB,N,N,0.5,1,0
S1665C2,S1665,6/24/2013,Arsenic,11.9,mg/kg,,Y,SOIL,REG,SB,N,N,4.5,5,0
S1666A1,S1666,7/10/2013,Arsenic,6.74,mg/kg,,Y,SOIL,REG,SB,N,N,0,0.5,0
S1666A4,S1666,7/10/2013,Arsenic,17,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,0
S1666G3,S1666,7/10/2013,Arsenic,7.14,mg/kg,,Y,SOIL,REG,SB,N,N,13,13.5,0
S1667A1,S1667,7/10/2013,Arsenic,16,mg/kg,,Y,SOIL,REG,SB,N,N,0,0.5,0
S1667D3,S1667,7/10/2013,Arsenic,6.43,mg/kg,,Y,SOIL,REG,SB,N,N,7,7.5,0
S1668A4,S1668,7/2/2013,Arsenic,47.9,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,0
S1668H2,S1668,7/2/2013,Arsenic,4.23,mg/kg,U,N,SOIL,REG,SB,N,N,14.5,15,0
S1669G3,S1669,6/20/2013,Arsenic,39,mg/kg,,Y,SOIL,REG,SB,N,N,13,13.5,0
S1670G2,S1670,6/18/2013,Arsenic,21.1,mg/kg,,Y,SOIL,REG,SB,N,N,12.5,13,0
S1671R1G3,S1671,9/13/2013,Arsenic,7.95,mg/kg,,Y,SOIL,REG,SB,N,N,13,13.5,0
S1672H2,S1672,6/20/2013,Arsenic,9.17,mg/kg,U,N,SOIL,REG,SB,N,N,14.5,15,0
S1673R2G4,S1673,6/19/2013,Arsenic,2.49,mg/kg,,Y,SOIL,REG,SB,N,N,13.5,14,0
S1674RH3,S1674,6/19/2013,Arsenic,10.4,mg/kg,,Y,SOIL,REG,SB,N,N,15,15.5,0
S1675R1H3,S1675,7/12/2013,Arsenic,6.07,mg/kg,,Y,SOIL,RE,SB,N,N,0,0,0
S1676A2,S1676,6/21/2013,Arsenic,11.8,mg/kg,,Y,SOIL,REG,SB,N,N,0.5,1,0
S1676B4,S1676,6/21/2013,Arsenic,14.5,mg/kg,,Y,SOIL,REG,SB,N,N,3.5,4,0
S1676D4,S1676,6/21/2013,Arsenic,13.2,mg/kg,,Y,SOIL,REG,SB,N,N,7.5,8,0
S1676H3,S1676,6/21/2013,Arsenic,6.77,mg/kg,,Y,SOIL,REG,SB,N,N,15,15.5,0
S1677G2,S1677,6/21/2013,Arsenic,25,mg/kg,,Y,SOIL,REG,SB,N,N,12.5,13,0
S1677H1,S1677,6/21/2013,Arsenic,2.61,mg/kg,,Y,SOIL,REG,SB,N,N,14,14.5,0
S1677I1,S1677,6/21/2013,Arsenic,9.96,mg/kg,,Y,SOIL,REG,SB,N,N,16,16.5,0
#N/A,S1677,6/21/2013,Arsenic,12.4,mg/kg,,Y,SOIL,FD,SB,N,N,0,0,0
S1678B1,S1678,6/24/2013,Arsenic,51.8,mg/kg,,Y,SOIL,REG,SB,N,N,2,2.5,0
S1678J1,S1678,6/24/2013,Arsenic,3.28,mg/kg,,Y,SOIL,REG,SB,N,N,18,18.5,0
S1678K1,S1678,6/24/2013,Arsenic,58.8,mg/kg,,Y,SOIL,REG,SB,N,N,20,20.5,0
S1679D3,S1679,6/25/2013,Arsenic,17,mg/kg,,Y,SOIL,REG,SB,N,N,7,7.5,0
S1679J1,S1679,6/25/2013,Arsenic,10.2,mg/kg,,Y,SOIL,REG,SB,N,N,18,18.5,0
S1679K3,S1679,6/25/2013,Arsenic,72.7,mg/kg,,Y,SOIL,REG,SB,N,N,21,21.5,0
S1681R1G1,S1681,6/27/2013,Arsenic,8.48,mg/kg,,Y,SOIL,REG,SB,N,N,12,12.5,0
S1681R2C4,S1681,6/27/2013,Arsenic,17.4,mg/kg,,Y,SOIL,REG,SB,N,N,5.5,6,0
S1682R2G3,S1682,9/13/2013,Arsenic,35.3,mg/kg,,Y,SOIL,REG,SB,N,N,13,13.5,0
S1683J1,S1683,6/28/2013,Arsenic,5.46,mg/kg,,Y,SOIL,REG,SB,N,N,18,18.5,0
S1684I3,S1684,6/28/2013,Arsenic,7.98,mg/kg,,Y,SOIL,REG,SB,N,N,17,17.5,0
S1684J2,S1684,6/28/2013,Arsenic,56.9,mg/kg,,Y,SOIL,REG,SB,N,N,18.5,19,0
S1685A2,S1685,7/1/2013,Arsenic,12,mg/kg,,Y,SOIL,REG,SB,N,N,0.5,1,0
S1685I4,S1685,7/1/2013,Arsenic,2.93,mg/kg,,Y,SOIL,REG,SB,N,N,17.5,18,0
S1686R1I3,S1686,7/2/2013,Arsenic,6.91,mg/kg,,Y,SOIL,REG,SB,N,N,17,17.5,0
S1687F3,S1687,7/3/2013,Arsenic,11.3,mg/kg,,Y,SOIL,REG,SB,N,N,11,11.5,0
S1687J3,S1687,7/3/2013,Arsenic,4.62,mg/kg,,Y,SOIL,REG,SB,N,N,19,19.5,0
S1688J1,S1688,7/3/2013,Arsenic,5.5,mg/kg,,Y,SOIL,REG,SB,N,N,18,18.5,0
S1689G3,S1689,7/8/2013,Arsenic,30.9,mg/kg,,Y,SOIL,REG,SB,N,N,13,13.5,0
S1689I2,S1689,7/8/2013,Arsenic,5.56,mg/kg,,Y,SOIL,REG,SB,N,N,16.5,17,0
S1689J1,S1689,7/8/2013,Arsenic,39.2,mg/kg,,Y,SOIL,REG,SB,N,N,18,18.5,0
S1690H3,S1690,7/9/2013,Arsenic,6.47,mg/kg,,Y,SOIL,REG,SB,N,N,15,15.5,0
S1692C3,S1692,7/10/2013,Arsenic,72.4,mg/kg,,Y,SOIL,REG,SB,N,N,5.5,6,0
S1692D4,S1692,7/10/2013,Arsenic,92.7,mg/kg,,Y,SOIL,REG,SB,N,N,7.5,8,0
S1693F2,S1693,7/10/2013,Arsenic,3.8,mg/kg,U,N,SOIL,REG,SB,N,N,10.5,11,0
S1694R1I3,S1694,7/11/2013,Arsenic,4.14,mg/kg,,Y,SOIL,RE,SB,N,N,0,0,0
#N/A,S1694,7/11/2013,Arsenic,3.73,mg/kg,,Y,SOIL,FD,SB,N,N,0,0,0
S1697I1,S1697,7/16/2013,Arsenic,13.6,mg/kg,,Y,SOIL,REG,SB,N,N,16,16.5,0
S1698D4,S1698,7/11/2013,Arsenic,3.06,mg/kg,,Y,SOIL,REG,SB,N,N,7.5,8,0
S1698A1,S1698,7/11/2013,Arsenic,6.29,mg/kg,,Y,SOIL,REG,SB,N,N,0,0.5,0
S1699A4,S1699,7/12/2013,Arsenic,112,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,0
S1699D4,S1699,7/12/2013,Arsenic,6.47,mg/kg,,Y,SOIL,REG,SB,N,N,7.5,8,0
S1700A3,S1700,7/8/2013,Arsenic,4.46,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,0
S1700D4,S1700,7/8/2013,Arsenic,165,mg/kg,,Y,SOIL,REG,SB,N,N,7.5,8,0
S1700F2,S1700,7/8/2013,Arsenic,3.88,mg/kg,,Y,SOIL,REG,SB,N,N,10.5,11,0
S1701A3,S1701,7/8/2013,Arsenic,9.25,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,0
S1701F2,S1701,7/8/2013,Arsenic,57.9,mg/kg,,Y,SOIL,REG,SB,N,N,10.5,11,0
S1702A1,S1702,7/9/2013,Arsenic,2.05,mg/kg,,Y,SOIL,REG,SB,N,N,0,0.5,0
S1702B4,S1702,7/9/2013,Arsenic,16.9,mg/kg,,Y,SOIL,REG,SB,N,N,3.5,4,0
S1702H1,S1702,7/9/2013,Arsenic,8.42,mg/kg,,Y,SOIL,REG,SB,N,N,14,14.5,0
S1703A1,S1703,7/9/2013,Arsenic,0.787,mg/kg,J,Y,SOIL,REG,SB,N,N,0,0.5,0
S1703C3,S1703,7/9/2013,Arsenic,22.7,mg/kg,,Y,SOIL,REG,SB,N,N,5,5.5,0
S1703G1,S1703,7/9/2013,Arsenic,9.92,mg/kg,,Y,SOIL,REG,SB,N,N,12,12.5,0
S1704A1,S1704,7/22/2013,Arsenic,5.43,mg/kg,,Y,SOIL,REG,SB,N,N,0,0.5,0
S1704A1,S1704,7/22/2013,Arsenic,6.8,ug/l,U,N,SOIL,REG,SB,N,Y,0,0.5,0
S1704D4,S1704,7/22/2013,Arsenic,23.7,mg/kg,,Y,SOIL,REG,SB,N,N,7.5,8,0
S1704D4,S1704,7/22/2013,Arsenic,6.8,ug/l,U,N,SOIL,REG,SB,N,Y,7.5,8,0
S1704G4,S1704,7/22/2013,Arsenic,25,mg/kg,,Y,SOIL,REG,SB,N,N,13.5,14,0
S1704G4,S1704,7/22/2013,Arsenic,6.8,ug/l,U,N,SOIL,REG,SB,N,Y,13.5,14,0
#N/A,S1704,7/22/2013,Arsenic,4.73,mg/kg,,Y,SOIL,FD,SB,N,N,0,0,0
#N/A,S1704,7/22/2013,Arsenic,12.9,ug/l,J,Y,SOIL,FD,SB,N,Y,0,0,0
S1705A1,S1705,7/12/2013,Arsenic,174,mg/kg,,Y,SOIL,REG,SB,N,N,0,0.5,0
S1705B2,S1705,7/12/2013,Arsenic,7.5,mg/kg,,Y,SOIL,REG,SB,N,N,2.5,3,0
S1706A3,S1706,8/12/2013,Arsenic,5.33,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,0
S1706H4,S1706,8/12/2013,Arsenic,35.9,mg/kg,,Y,SOIL,REG,SB,N,N,15.5,16,0
S1706J1,S1706,8/12/2013,Arsenic,9.62,mg/kg,,Y,SOIL,REG,SB,N,N,18,18.5,0
S1707A2,S1707,7/12/2013,Arsenic,107,mg/kg,,Y,SOIL,REG,SB,N,N,0.5,1,0
S1707C1,S1707,7/12/2013,Arsenic,3.84,mg/kg,,Y,SOIL,REG,SB,N,N,4,4.5,0
S1708A1,S1708,7/12/2013,Arsenic,164,mg/kg,,Y,SOIL,REG,SB,N,N,0,0.5,0
S1708A3,S1708,7/12/2013,Arsenic,208,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,0
S1709A1,S1709,7/22/2013,Arsenic,6.07,mg/kg,,Y,SOIL,REG,SB,N,N,0,0.5,0
S1709A1,S1709,7/22/2013,Arsenic,6.8,ug/l,U,N,SOIL,REG,SB,N,Y,0,0.5,0
S1709C3,S1709,7/22/2013,Arsenic,3.3,mg/kg,,Y,SOIL,REG,SB,N,N,5,5.5,0
S1709C3,S1709,7/22/2013,Arsenic,17.7,ug/l,J,Y,SOIL,REG,SB,N,Y,5,5.5,0
S1710A3,S1710,8/1/2013,Arsenic,3.23,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,0
S1710A3,S1710,8/1/2013,Arsenic,8.5,ug/l,J,Y,SOIL,REG,SB,N,Y,1,1.5,0
S1710C1,S1710,8/1/2013,Arsenic,4.4,mg/kg,,Y,SOIL,REG,SB,N,N,4,4.5,0
S1710C1,S1710,8/1/2013,Arsenic,20.1,ug/l,,Y,SOIL,REG,SB,N,Y,4,4.5,0
S1710J2,S1710,8/1/2013,Arsenic,6.75,mg/kg,,Y,SOIL,REG,SB,N,N,18.5,19,0
S1710J2,S1710,8/1/2013,Arsenic,6.8,ug/l,U,N,SOIL,REG,SB,N,Y,18.5,19,0
S1711A2,S1711,7/23/2013,Arsenic,0.742,mg/kg,U,N,SOIL,REG,SB,N,N,0.5,1,0
S1711A2,S1711,7/23/2013,Arsenic,6.8,ug/l,U,N,SOIL,REG,SB,N,Y,0.5,1,0
S1711J4,S1711,7/23/2013,Arsenic,4.34,mg/kg,,Y,SOIL,REG,SB,N,N,19.5,20,0
S1711J4,S1711,7/23/2013,Arsenic,6.8,ug/l,U,N,SOIL,REG,SB,N,Y,19.5,20,0
S1711L1,S1711,7/23/2013,Arsenic,0.82,mg/kg,U,N,SOIL,REG,SB,N,N,22,22.5,0
S1711L1,S1711,7/23/2013,Arsenic,6.8,ug/l,U,N,SOIL,REG,SB,N,Y,22,22.5,0
S1712A2,S1712,7/23/2013,Arsenic,0.762,mg/kg,U,N,SOIL,REG,SB,N,N,0.5,1,0
S1712A2,S1712,7/23/2013,Arsenic,6.8,ug/l,U,N,SOIL,REG,SB,N,Y,0.5,1,0
S1712J1,S1712,7/23/2013,Arsenic,4.77,mg/kg,,Y,SOIL,REG,SB,N,N,18,18.5,0
S1712J1,S1712,7/23/2013,Arsenic,6.8,ug/l,U,N,SOIL,REG,SB,N,Y,18,18.5,0
S1712J4,S1712,7/23/2013,Arsenic,2.5,mg/kg,,Y,SOIL,REG,SB,N,N,19.5,20,0
S1712J4,S1712,7/23/2013,Arsenic,41.5,ug/l,,Y,SOIL,REG,SB,N,Y,19.5,20,0
S1713A2,S1713,7/23/2013,Arsenic,0.75,mg/kg,U,N,SOIL,REG,SB,N,N,0.5,1,0
S1713A2,S1713,7/23/2013,Arsenic,7.5,ug/l,J,Y,SOIL,REG,SB,N,Y,0.5,1,0
S1713C2,S1713,7/23/2013,Arsenic,1.49,mg/kg,J,Y,SOIL,REG,SB,N,N,4.5,5,0
S1713C2,S1713,7/23/2013,Arsenic,8.9,ug/l,J,Y,SOIL,REG,SB,N,Y,4.5,5,0
S1714A2,S1714,7/24/2013,Arsenic,10.6,mg/kg,,Y,SOIL,REG,SB,N,N,0.5,1,0
S1714A2,S1714,7/24/2013,Arsenic,6.8,ug/l,U,N,SOIL,REG,SB,N,Y,0.5,1,0
S1714C2,S1714,7/24/2013,Arsenic,3.22,mg/kg,,Y,SOIL,REG,SB,N,N,4.5,5,0
S1714C2,S1714,7/24/2013,Arsenic,8.3,ug/l,J,Y,SOIL,REG,SB,N,Y,4.5,5,0
S1715A3,S1715,7/24/2013,Arsenic,4.02,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,0
S1715A3,S1715,7/24/2013,Arsenic,19.8,ug/l,J,Y,SOIL,REG,SB,N,Y,1,1.5,0
S1715G2,S1715,7/24/2013,Arsenic,21.4,mg/kg,,Y,SOIL,REG,SB,N,N,12.5,13,0
S1715G2,S1715,7/24/2013,Arsenic,8.4,ug/l,J,Y,SOIL,REG,SB,N,Y,12.5,13,0
S1715G4,S1715,7/24/2013,Arsenic,58.7,mg/kg,,Y,SOIL,REG,SB,N,N,13.5,14,0
S1715G4,S1715,7/24/2013,Arsenic,13.4,ug/l,J,Y,SOIL,REG,SB,N,Y,13.5,14,0
S1716A2,S1716,7/24/2013,Arsenic,0.734,mg/kg,U,N,SOIL,REG,SB,N,N,0.5,1,0
S1716A2,S1716,7/24/2013,Arsenic,6.8,ug/l,U,N,SOIL,REG,SB,N,Y,0.5,1,0
S1716G2,S1716,7/24/2013,Arsenic,16.7,mg/kg,,Y,SOIL,REG,SB,N,N,12.5,13,0
S1716G2,S1716,7/24/2013,Arsenic,6.8,ug/l,U,N,SOIL,REG,SB,N,Y,12.5,13,0
S1716H2,S1716,7/24/2013,Arsenic,9.05,mg/kg,,Y,SOIL,REG,SB,N,N,14.5,15,0
S1716H2,S1716,7/24/2013,Arsenic,6.8,ug/l,U,N,SOIL,REG,SB,N,Y,14.5,15,0
S1722R1H1,S1722,7/17/2013,Arsenic,8.66,mg/kg,,Y,SOIL,RE,SB,N,N,14,14.5,0
S1724G4,S1724,7/18/2013,Arsenic,27.2,mg/kg,,Y,SOIL,REG,SB,N,N,13.5,14,0
S1726H1,S1726,7/19/2013,Arsenic,263,mg/kg,,Y,SOIL,REG,SB,N,N,14,14.5,0
S1729G2,S1729,7/22/2013,Arsenic,20.6,mg/kg,,Y,SOIL,REG,SB,N,N,12.5,13,0
S1731F4,S1731,7/23/2013,Arsenic,5.94,mg/kg,,Y,SOIL,REG,SB,N,N,11.5,12,0
S1733A2,S1733,7/24/2013,Arsenic,30.5,mg/kg,,Y,SOIL,REG,SB,N,N,0.5,1,0
S1733G1,S1733,7/24/2013,Arsenic,26.6,mg/kg,,Y,SOIL,REG,SB,N,N,12,12.5,0
S1735G2,S1735,7/25/2013,Arsenic,33.3,mg/kg,,Y,SOIL,REG,SB,N,N,12.5,13,0
S1736R1G3,S1736,7/26/2013,Arsenic,18.1,mg/kg,,Y,SOIL,RE,SB,N,N,0,0,0
S1737H1,S1737,7/26/2013,Arsenic,7.27,mg/kg,,Y,SOIL,REG,SB,N,N,14,14.5,0
S1739G1,S1739,7/29/2013,Arsenic,32.8,mg/kg,,Y,SOIL,REG,SB,N,N,12,12.5,0
S1742G4,S1742,7/30/2013,Arsenic,43,mg/kg,,Y,SOIL,REG,SB,N,N,13.5,14,0
S1743E1,S1743,7/31/2013,Arsenic,10.5,mg/kg,,Y,SOIL,REG,SB,N,N,8,8.5,0
S1743G4,S1743,7/31/2013,Arsenic,2.91,mg/kg,,Y,SOIL,REG,SB,N,N,13.5,14,0
S1744F3,S1744,7/31/2013,Arsenic,7.3,mg/kg,,Y,SOIL,REG,SB,N,N,11,11.5,0
S1744H3,S1744,7/31/2013,Arsenic,23.6,mg/kg,,Y,SOIL,REG,SB,N,N,15,15.5,0
S1745R1F3,S1745,9/12/2013,Arsenic,18.7,mg/kg,,Y,SOIL,REG,SB,N,N,11,11.5,0
S1747A3,S1747,7/25/2013,Arsenic,6.17,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,0
S1747A3,S1747,7/25/2013,Arsenic,23.9,ug/l,,Y,SOIL,REG,SB,N,Y,1,1.5,0
S1747G1,S1747,7/25/2013,Arsenic,5.23,mg/kg,,Y,SOIL,REG,SB,N,N,12,12.5,0
S1747G1,S1747,7/25/2013,Arsenic,6.8,ug/l,U,N,SOIL,REG,SB,N,Y,12,12.5,0
S1747G4,S1747,7/25/2013,Arsenic,47.4,mg/kg,,Y,SOIL,REG,SB,N,N,13.5,14,0
S1747G4,S1747,7/25/2013,Arsenic,6.8,ug/l,U,N,SOIL,REG,SB,N,Y,13.5,14,0
S1748A3,S1748,7/25/2013,Arsenic,3.72,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,0
S1748A3,S1748,7/25/2013,Arsenic,6.8,ug/l,U,N,SOIL,REG,SB,N,Y,1,1.5,0
S1748I1,S1748,7/25/2013,Arsenic,8.74,mg/kg,,Y,SOIL,REG,SB,N,N,16,16.5,0
S1748I1,S1748,7/25/2013,Arsenic,13.9,ug/l,J,Y,SOIL,REG,SB,N,Y,16,16.5,0
S1748I3,S1748,7/25/2013,Arsenic,5.99,mg/kg,,Y,SOIL,REG,SB,N,N,17,17.5,0
S1748I3,S1748,7/25/2013,Arsenic,30.4,ug/l,,Y,SOIL,REG,SB,N,Y,17,17.5,0
S1749B1,S1749,8/6/2013,Arsenic,19,mg/kg,,Y,SOIL,REG,SB,N,N,2,2.5,0
S1749D3,S1749,8/6/2013,Arsenic,0.828,mg/kg,U,N,SOIL,REG,SB,N,N,7,7.5,0
#N/A,S1749,8/6/2013,Arsenic,20,mg/kg,,Y,SOIL,FD,SB,N,N,0,0,0
S1750B1,S1750,8/6/2013,Arsenic,21.4,mg/kg,,Y,SOIL,REG,SB,N,N,2,2.5,0
S1750E4,S1750,8/6/2013,Arsenic,1.06,mg/kg,J,Y,SOIL,REG,SB,N,N,9.5,10,0
S1751A3,S1751,7/25/2013,Arsenic,3.62,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,0
S1751A3,S1751,7/25/2013,Arsenic,6.8,ug/l,U,N,SOIL,REG,SB,N,Y,1,1.5,0
S1751G1,S1751,7/25/2013,Arsenic,27.6,mg/kg,,Y,SOIL,REG,SB,N,N,12,12.5,0
S1751G1,S1751,7/25/2013,Arsenic,6.8,ug/l,U,N,SOIL,REG,SB,N,Y,12,12.5,0
S1751H4,S1751,7/25/2013,Arsenic,8.77,mg/kg,,Y,SOIL,REG,SB,N,N,15.5,16,0
S1751H4,S1751,7/25/2013,Arsenic,40.6,ug/l,,Y,SOIL,REG,SB,N,Y,15.5,16,0
S1752A2,S1752,7/26/2013,Arsenic,6.8,ug/l,U,N,SOIL,REG,SB,N,Y,0.5,1,0
S1752A2,S1752,7/26/2013,Arsenic,4.02,mg/kg,,Y,SOIL,REG,SB,N,N,0.5,1,0
S1752F3,S1752,7/26/2013,Arsenic,10.8,ug/l,J,Y,SOIL,REG,SB,N,Y,11,11.5,0
S1752F3,S1752,7/26/2013,Arsenic,6.2,mg/kg,,Y,SOIL,REG,SB,N,N,11,11.5,0
S1752G1,S1752,7/26/2013,Arsenic,6.8,ug/l,U,N,SOIL,REG,SB,N,Y,12,12.5,0
S1752G1,S1752,7/26/2013,Arsenic,12.1,mg/kg,,Y,SOIL,REG,SB,N,N,12,12.5,0
S1752G4,S1752,7/26/2013,Arsenic,6.8,ug/l,U,N,SOIL,REG,SB,N,Y,13.5,14,0
S1752G4,S1752,7/26/2013,Arsenic,8.31,mg/kg,,Y,SOIL,REG,SB,N,N,13.5,14,0
#N/A,S1752,7/26/2013,Arsenic,6.8,ug/l,U,N,SOIL,FD,SB,N,Y,0,0,0
#N/A,S1752,7/26/2013,Arsenic,4.83,mg/kg,,Y,SOIL,FD,SB,N,N,0,0,0
S1753A3,S1753,7/31/2013,Arsenic,2.2,mg/kg,J,Y,SOIL,REG,SB,N,N,1,1.5,0
S1753A3,S1753,7/31/2013,Arsenic,6.8,ug/l,U,N,SOIL,REG,SB,N,Y,1,1.5,0
S1753F1,S1753,7/31/2013,Arsenic,48.1,mg/kg,,Y,SOIL,REG,SB,N,N,10,10.5,0
S1753F1,S1753,7/31/2013,Arsenic,24.5,ug/l,,Y,SOIL,REG,SB,N,Y,10,10.5,0
S1753F3,S1753,7/31/2013,Arsenic,7.17,mg/kg,,Y,SOIL,REG,SB,N,N,11,11.5,0
S1753F3,S1753,7/31/2013,Arsenic,6.8,ug/l,U,N,SOIL,REG,SB,N,Y,11,11.5,0
S1755A3,S1755,7/31/2013,Arsenic,13.6,ug/l,J,Y,SOIL,REG,SB,N,Y,1,1.5,0
S1755G2,S1755,7/31/2013,Arsenic,16.7,mg/kg,,Y,SOIL,REG,SB,N,N,12.5,13,0
S1755G2,S1755,7/31/2013,Arsenic,6.9,ug/l,J,Y,SOIL,REG,SB,N,Y,12.5,13,0
S1755G3,S1755,7/31/2013,Arsenic,14.1,mg/kg,,Y,SOIL,REG,SB,N,N,13,13.5,0
S1755G3,S1755,7/31/2013,Arsenic,9.7,ug/l,J,Y,SOIL,REG,SB,N,Y,13,13.5,0
S1755A3,S1755,7/31/2013,Arsenic,3.69,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,0
S1756A3,S1756,8/9/2013,Arsenic,5.16,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,0
S1756D2,S1756,8/9/2013,Arsenic,5.6,mg/kg,,Y,SOIL,REG,SB,N,N,6.5,7,0
S1757D2,S1757,8/12/2013,Arsenic,7.68,mg/kg,,Y,SOIL,REG,SB,N,N,6.5,7,0
