Field Sample ID,Location ID,Date Sampled,Parameter Name,Report Result,Report Units,Lab Qualifier,Detected,Sample Matrix,Sample Purpose,Sample Type,Filtered,Leached,Start Depth,End Depth,Elevation
S1S-C,S1,9/19/1995,Arsenic,35.1,mg/kg,,Y,SOIL,REG,SB,N,N,0,8,5.851529598
S2S-C,S2,9/19/1995,Arsenic,5.6,mg/kg,,Y,SOIL,REG,SB,N,N,0,16,3.773659229
S4S-B,S4,12/2/1994,Arsenic,1.9,mg/kg,,Y,SOIL,REG,PE,N,N,2,2,4.044458389
S5S-B,S5,12/2/1994,Arsenic,4.1,mg/kg,,Y,SOIL,REG,PE,N,N,2,2,6.215970039
S6S-B,S6,12/2/1994,Arsenic,11,mg/kg,,Y,SOIL,REG,PE,N,N,2,2,6.363602638
S60,S60,12/9/2003,Arsenic,4.52,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,4.134046555
S61,S61,12/9/2003,Arsenic,3.48,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,4.937520981
S62,S62,12/9/2003,Arsenic,3.74,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,3.771569014
S63,S63,12/9/2003,Arsenic,18.5,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,6.302015781
S64,S64,12/9/2003,Arsenic,9.02,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,6.262428284
S65,S65,12/9/2003,Arsenic,6.16,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,7.129872799
S66,S66,12/9/2003,Arsenic,9.75,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,6.184072495
S67,S67,12/9/2003,Arsenic,2.67,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,3.215294838
S68,S68,12/9/2003,Arsenic,13,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,5.883369923
S69,S69,12/9/2003,Arsenic,31.2,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,4.865972519
S70,S70,12/9/2003,Arsenic,52,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,2.757413626
S71,S71,12/12/2003,Arsenic,22.1,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,5.837516785
S72,S72,12/12/2003,Arsenic,4.98,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,6.621931076
S73,S73,12/12/2003,Arsenic,4.86,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,4.354041576
S74,S74,12/12/2003,Arsenic,2.32,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,4.06522274
S75,S75,12/12/2003,Arsenic,13.8,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,6.051947594
S76,S76,12/12/2003,Arsenic,2.08,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,4.008710861
S77,S77,12/12/2003,Arsenic,3.04,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,7.523334503
S78,S78,12/12/2003,Arsenic,6.77,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,4.903700829
S79,S79,12/12/2003,Arsenic,11.7,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,5.114903927
S80,S80,12/12/2003,Arsenic,5.09,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,4.511619091
S81,S81,12/12/2003,Arsenic,3.45,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,6.015423775
S82,S82,1/13/2004,Arsenic,5.03,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,6.625777245
S83,S83,1/13/2004,Arsenic,16.1,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,6.138711929
S84,S84,1/13/2004,Arsenic,3.38,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,4.754290104
S85,S85,1/13/2004,Arsenic,6.03,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,4.956238747
S86,S86,1/13/2004,Arsenic,1.23,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,3.473094225
S87,S87,1/13/2004,Arsenic,1.35,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,5.738077641
S88,S88,1/13/2004,Arsenic,7.47,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,6.345807552
S89,S89,1/13/2004,Arsenic,9.17,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,5.481221676
S90,S90,1/13/2004,Arsenic,2.95,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,4.286190033
S91,S91,1/13/2004,Arsenic,4.54,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,3.950100422
S92,S92,1/13/2004,Arsenic,6.08,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,4.314522743
S93,S93,1/13/2004,Arsenic,6.35,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,5.986171246
S94,S94,1/13/2004,Arsenic,1.9,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,6.048177242
S95,S95,1/13/2004,Arsenic,6.88,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,7.943164825
S96,S96,1/13/2004,Arsenic,3.61,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,5.107412338
S97,S97,1/13/2004,Arsenic,1.03,mg/kg,J,Y,SOIL,REG,PE,N,N,0,0,5.90943861
S98,S98,1/13/2004,Arsenic,3.22,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,6.457477093
S99,S99,1/13/2004,Arsenic,3.95,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,3.75276947
S100,S100,1/13/2004,Arsenic,2.21,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,4.89972496
S101,S101,1/13/2004,Arsenic,1.88,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,4.112252712
S102,S102,1/13/2004,Arsenic,2.39,mg/kg,,Y,SOIL,REG,PE,N,N,0,0,4.538598537
S109D2,S109,2/8/1999,Arsenic,2.85,mg/kg,,Y,SOIL,REG,SB,N,N,6.5,7,5.402130604
S112B3,S112,7/20/1999,Arsenic,0.842,mg/kg,,Y,SOIL,REG,SB,N,N,3,3.5,6.819290638
S113A1,S113,7/21/1999,Arsenic,12.2,mg/kg,,Y,SOIL,REG,SB,N,N,0,0.5,4.177983284
S114A4,S114,7/27/1999,Arsenic,7.44,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,5.845816612
S115A3,S115,8/6/1999,Arsenic,6.21,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,5.044594288
S116B4,S116,8/6/1999,Arsenic,14.9,mg/kg,,Y,SOIL,REG,SB,N,N,3.5,4,5.052139282
S117B4,S117,8/6/1999,Arsenic,12.1,mg/kg,,Y,SOIL,REG,SB,N,N,3.5,4,6.600160599
S118A2,S118,8/13/1999,Arsenic,5.1,mg/kg,,Y,SOIL,REG,SB,N,N,0.5,1,6.203569412
S119B2,S119,8/13/1999,Arsenic,10.6,mg/kg,,Y,SOIL,REG,SB,N,N,2.5,3,5.5700984
S120B2,S120,8/13/1999,Arsenic,14.6,mg/kg,,Y,SOIL,REG,SB,N,N,2.5,3,6.184504509
S121B2,S121,8/13/1999,Arsenic,8.51,mg/kg,,Y,SOIL,REG,SB,N,N,2.5,3,7.725152969
S122B4,S122,9/1/1999,Arsenic,8.17,mg/kg,,Y,SOIL,REG,SB,N,N,3.5,4,3.925317049
S123B1,S123,9/10/1999,Arsenic,29.2,mg/kg,,Y,SOIL,REG,SB,N,N,2,2.5,5.480666161
S124B1,S124,9/10/1999,Arsenic,29.4,mg/kg,,Y,SOIL,REG,SB,N,N,2,2.5,5.808336735
S125B2,S125,9/10/1999,Arsenic,45.8,mg/kg,,Y,SOIL,REG,SB,N,N,2.5,3,4.522551537
S126B2,S126,9/10/1999,Arsenic,48.4,mg/kg,,Y,SOIL,REG,SB,N,N,2.5,3,4.843253613
S127B4,S127,10/14/1999,Arsenic,69.9,mg/kg,,Y,SOIL,REG,SB,N,N,3.5,4,5.592160702
S128B3,S128,10/14/1999,Arsenic,30.3,mg/kg,,Y,SOIL,REG,SB,N,N,3,3.5,5.927539825
S129B4,S129,10/14/1999,Arsenic,24.4,mg/kg,,Y,SOIL,REG,SB,N,N,3.5,4,4.570232868
S130B4,S130,10/14/1999,Arsenic,47,mg/kg,,Y,SOIL,REG,SB,N,N,3.5,4,4.448321819
S131B4,S131,10/14/1999,Arsenic,16.9,mg/kg,,Y,SOIL,REG,SB,N,N,3.5,4,3.933353901
S1325B2,S132,10/22/1999,Arsenic,1.12,mg/kg,,Y,SOIL,REG,SB,N,N,2.5,3,2.741771698
S171G2,S171,7/24/2002,Arsenic,16.5,mg/kg,,Y,SOIL,REG,SB,N,N,12.5,13,6.529593468
S171I4,S171,7/24/2002,Arsenic,8.29,mg/kg,,Y,SOIL,REG,SB,N,N,17.5,18,6.529593468
S171A2,S171,7/24/2002,Arsenic,10.1,mg/kg,,Y,SOIL,REG,SB,N,N,0.5,1,6.529593468
S172H3,S172,7/24/2002,Arsenic,34.3,mg/kg,,Y,SOIL,REG,SB,N,N,15,15.5,4.008005142
S172J4,S172,7/24/2002,Arsenic,4.11,mg/kg,,Y,SOIL,REG,SB,N,N,19.5,20,4.008005142
S172A3,S172,7/24/2002,Arsenic,10.9,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,4.008005142
S173A3,S173,7/24/2002,Arsenic,17.1,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,3.997637033
S173G3,S173,7/24/2002,Arsenic,15.5,mg/kg,,Y,SOIL,REG,SB,N,N,13,13.5,3.997637033
S173J4,S173,7/24/2002,Arsenic,6.22,mg/kg,,Y,SOIL,REG,SB,N,N,19.5,20,3.997637033
S174A4,S174,7/24/2002,Arsenic,17.5,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,6.170939922
S174E2,S174,7/24/2002,Arsenic,10.6,mg/kg,,Y,SOIL,REG,SB,N,N,8.5,9,6.170939922
S174I3,S174,7/24/2002,Arsenic,22.4,mg/kg,,Y,SOIL,REG,SB,N,N,17,17.5,6.170939922
S178A2,S178,7/8/2002,Arsenic,12.2,mg/kg,,Y,SOIL,REG,SB,N,N,0.5,1,6.454930782
S178E1,S178,7/8/2002,Arsenic,5.57,mg/kg,,Y,SOIL,REG,SB,N,N,8,8.5,6.454930782
S178G2,S178,7/8/2002,Arsenic,5.55,mg/kg,,Y,SOIL,REG,SB,N,N,12.5,13,6.454930782
S182A4,S182,8/15/2002,Arsenic,8.8,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,4.306976318
S182C1,S182,8/15/2002,Arsenic,5.3,mg/kg,,Y,SOIL,REG,SB,N,N,4,4.5,4.306976318
S182H3,S182,8/15/2002,Arsenic,1.4,mg/kg,,Y,SOIL,REG,SB,N,N,15,15.5,4.306976318
S184A4T,S184,7/11/2002,Arsenic,0.005,mg/kg,U,N,SOIL,REG,SB,N,N,1.5,2,6.987947464
S190A4,S190,8/6/2002,Arsenic,4.4,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,4.95314455
S190D4,S190,8/6/2002,Arsenic,2,mg/kg,,Y,SOIL,REG,SB,N,N,7.5,8,4.95314455
S190H2,S190,8/6/2002,Arsenic,1.1,mg/kg,J,Y,SOIL,REG,SB,N,N,14.5,15,4.95314455
S191A4,S191,7/15/2002,Arsenic,3.98,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,4.060556889
S191C3,S191,7/15/2002,Arsenic,2.91,mg/kg,,Y,SOIL,REG,SB,N,N,5,5.5,4.060556889
S191C4,S191,7/15/2002,Arsenic,0.005,mg/kg,U,N,SOIL,REG,SB,N,N,5.5,6,4.060556889
S191H3,S191,7/15/2002,Arsenic,2.49,mg/kg,,Y,SOIL,REG,SB,N,N,15,15.5,4.060556889
S192A2,S192,7/11/2002,Arsenic,2.3,mg/kg,,Y,SOIL,REG,SB,N,N,0.5,1,6.695439339
S192D3,S192,7/11/2002,Arsenic,1.22,mg/kg,U,N,SOIL,REG,SB,N,N,7,7.5,6.695439339
S192H1,S192,7/11/2002,Arsenic,1.35,mg/kg,,Y,SOIL,REG,SB,N,N,14,14.5,6.695439339
S193A4,S193,7/10/2002,Arsenic,6.53,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,6.309762001
S193E4,S193,7/10/2002,Arsenic,5.35,mg/kg,,Y,SOIL,REG,SB,N,N,9.5,10,6.309762001
S193F4,S193,7/10/2002,Arsenic,3.79,mg/kg,,Y,SOIL,REG,SB,N,N,11.5,12,6.309762001
S194B1,S194,7/16/2002,Arsenic,3.7,mg/kg,,Y,SOIL,REG,SB,N,N,2,2.5,6.534029484
S194D2,S194,7/16/2002,Arsenic,3.8,mg/kg,,Y,SOIL,REG,SB,N,N,6.5,7,6.534029484
S194G3,S194,7/16/2002,Arsenic,2.25,mg/kg,,Y,SOIL,REG,SB,N,N,13,13.5,6.534029484
S195A2,S195,7/11/2002,Arsenic,4.49,mg/kg,,Y,SOIL,REG,SB,N,N,0.5,1,6.586213112
S195A4,S195,7/11/2002,Arsenic,4.49,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,6.586213112
S195B3,S195,7/11/2002,Arsenic,5000,ug/l,,Y,SOIL,REG,SB,N,Y,3,3.5,6.586213112
S195B3,S195,7/11/2002,Arsenic,9.92,mg/kg,,Y,SOIL,REG,SB,N,N,3,3.5,6.586213112
S195F3,S195,7/11/2002,Arsenic,2.87,mg/kg,,Y,SOIL,REG,SB,N,N,11,11.5,6.586213112
S196A4,S196,7/10/2002,Arsenic,15.3,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,4.548803806
S196C2,S196,7/10/2002,Arsenic,10.1,mg/kg,,Y,SOIL,REG,SB,N,N,4.5,5,4.548803806
S196F3,S196,7/10/2002,Arsenic,6.3,mg/kg,,Y,SOIL,REG,SB,N,N,11,11.5,4.548803806
S197A4,S197,7/11/2002,Arsenic,9.53,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,7.165495396
S197B2,S197,7/11/2002,Arsenic,29.6,mg/kg,,Y,SOIL,REG,SB,N,N,2.5,3,7.165495396
S197C2,S197,7/11/2002,Arsenic,2.46,mg/kg,,Y,SOIL,REG,SB,N,N,4.5,5,7.165495396
S197I3,S197,7/11/2002,Arsenic,4.79,mg/kg,,Y,SOIL,REG,SB,N,N,17,17.5,7.165495396
S198A2,S198,7/15/2002,Arsenic,18.3,mg/kg,,Y,SOIL,REG,SB,N,N,0.5,1,6.232778072
S198B4,S198,7/15/2002,Arsenic,5.3,mg/kg,,Y,SOIL,REG,SB,N,N,3.5,4,6.232778072
S198D3,S198,7/15/2002,Arsenic,4.22,mg/kg,,Y,SOIL,REG,SB,N,N,7,7.5,6.232778072
S199A4,S199,7/15/2002,Arsenic,4.57,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,4.093335629
S199C2,S199,7/15/2002,Arsenic,25.3,mg/kg,,Y,SOIL,REG,SB,N,N,4.5,5,4.093335629
S199D2,S199,7/15/2002,Arsenic,5.91,mg/kg,,Y,SOIL,REG,SB,N,N,6.5,7,4.093335629
S200A3,S200,8/1/2002,Arsenic,2.79,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,7.495118618
S200C3L,S200,8/1/2002,Arsenic,5.12,mg/kg,,Y,SOIL,REG,SB,N,N,5,5.5,7.495118618
S200D3L,S200,8/1/2002,Arsenic,4.4,mg/kg,,Y,SOIL,REG,SB,N,N,7,7.5,7.495118618
S201A4,S201,7/17/2002,Arsenic,6.03,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,7.99695158
S201C1,S201,7/17/2002,Arsenic,2.93,mg/kg,,Y,SOIL,REG,SB,N,N,4,4.5,7.99695158
S201H3,S201,7/17/2002,Arsenic,2.8,mg/kg,,Y,SOIL,REG,SB,N,N,15,15.5,7.99695158
S203A1,S203,7/18/2002,Arsenic,11.5,mg/kg,,Y,SOIL,REG,SB,N,N,0,0.5,4.293865204
S203B4,S203,7/18/2002,Arsenic,17.8,mg/kg,,Y,SOIL,REG,SB,N,N,3.5,4,4.293865204
S203F4,S203,7/18/2002,Arsenic,5.51,mg/kg,,Y,SOIL,REG,SB,N,N,11.5,12,4.293865204
S211A3,S211,8/6/2002,Arsenic,2.7,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,4.199373722
S219B3,S219,7/23/2002,Arsenic,5.73,mg/kg,,Y,SOIL,REG,SB,N,N,3,3.5,6.387308121
S219D4,S219,7/23/2002,Arsenic,3.59,mg/kg,,Y,SOIL,REG,SB,N,N,7.5,8,6.387308121
S219J4,S219,7/23/2002,Arsenic,12.7,mg/kg,,Y,SOIL,REG,SB,N,N,19.5,20,6.387308121
S221A4,S221,7/23/2002,Arsenic,22.8,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,8.961929321
S221F4,S221,7/23/2002,Arsenic,11.4,mg/kg,,Y,SOIL,REG,SB,N,N,11.5,12,8.961929321
S221L2,S221,7/23/2002,Arsenic,2.86,mg/kg,U,N,SOIL,REG,SB,N,N,22.5,23,8.961929321
S222A1,S222,7/22/2002,Arsenic,16.5,mg/kg,,Y,SOIL,REG,SB,N,N,0,0.5,5.736942768
S222I4,S222,7/22/2002,Arsenic,14.6,mg/kg,,Y,SOIL,REG,SB,N,N,17.5,18,5.736942768
S222J4,S222,7/22/2002,Arsenic,13,mg/kg,,Y,SOIL,REG,SB,N,N,19.5,20,5.736942768
S223A2,S223,7/22/2002,Arsenic,3.22,mg/kg,,Y,SOIL,REG,SB,N,N,0.5,1,6.375959873
S223F2,S223,7/22/2002,Arsenic,19.4,mg/kg,,Y,SOIL,REG,SB,N,N,10.5,11,6.375959873
S223F3,S223,7/22/2002,Arsenic,2.6,mg/kg,,Y,SOIL,REG,SB,N,N,17,17.5,6.375959873
S224A1,S224,7/22/2002,Arsenic,9.86,mg/kg,,Y,SOIL,REG,SB,N,N,0,0.5,4.229129791
S224A2,S224,7/22/2002,Arsenic,9.86,mg/kg,,Y,SOIL,REG,SB,N,N,0.5,1,4.229129791
S224F3,S224,7/22/2002,Arsenic,13.2,mg/kg,,Y,SOIL,REG,SB,N,N,11,11.5,4.229129791
S224G4,S224,7/22/2002,Arsenic,1.86,mg/kg,,Y,SOIL,REG,SB,N,N,13.5,14,4.229129791
S225J4,S225,7/16/2002,Arsenic,3.42,mg/kg,,Y,SOIL,REG,SB,N,N,19.5,20,4.569067955
S225A2,S225,7/16/2002,Arsenic,16.6,mg/kg,,Y,SOIL,REG,SB,N,N,0.5,1,4.569067955
S225C3,S225,7/17/2002,Arsenic,4.66,mg/kg,,Y,SOIL,REG,SB,N,N,5,5.5,4.569067955
S226A4,S226,7/18/2002,Arsenic,15.6,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,4.685730457
S226F3,S226,7/18/2002,Arsenic,16.3,mg/kg,,Y,SOIL,REG,SB,N,N,11,11.5,4.685730457
S226H3,S226,7/18/2002,Arsenic,16.9,mg/kg,,Y,SOIL,REG,SB,N,N,15,15.5,4.685730457
S227A2,S227,8/5/2002,Arsenic,12.6,mg/kg,,Y,SOIL,REG,SB,N,N,0.5,1,6.288725853
S227D3,S227,8/5/2002,Arsenic,10.1,mg/kg,,Y,SOIL,REG,SB,N,N,7,7.5,6.288725853
S227I4,S227,8/5/2002,Arsenic,0.82,mg/kg,J,Y,SOIL,REG,SB,N,N,17.5,18,6.288725853
S228A4,S228,8/5/2002,Arsenic,6,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,3.911177397
S228F3,S228,8/5/2002,Arsenic,48.3,mg/kg,,Y,SOIL,REG,SB,N,N,11,11.5,3.911177397
S228I4,S228,8/5/2002,Arsenic,1.3,mg/kg,,Y,SOIL,REG,SB,N,N,17.5,18,3.911177397
S229A4,S229,8/6/2002,Arsenic,4.6,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,7.659591198
S229F3,S229,8/6/2002,Arsenic,44.2,mg/kg,,Y,SOIL,REG,SB,N,N,11,11.5,7.659591198
S229I4,S229,8/6/2002,Arsenic,2.1,mg/kg,,Y,SOIL,REG,SB,N,N,17.5,18,7.659591198
S230A2,S230,8/1/2002,Arsenic,7.43,mg/kg,,Y,SOIL,REG,SB,N,N,0.5,1,9.075117111
S230B2,S230,8/1/2002,Arsenic,7.96,mg/kg,,Y,SOIL,REG,SB,N,N,2.5,3,9.075117111
S230E3,S230,8/1/2002,Arsenic,13.5,mg/kg,,Y,SOIL,REG,SB,N,N,9,9.5,9.075117111
S231A3T,S231,8/2/2002,Arsenic,10,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,6.698226929
S231B3L,S231,8/2/2002,Arsenic,5.5,mg/kg,,Y,SOIL,REG,SB,N,N,3,3.5,6.698226929
S231F4T,S231,8/2/2002,Arsenic,1.15,mg/kg,U,N,SOIL,REG,SB,N,N,11.5,12,6.698226929
S232A3L,S232,8/1/2002,Arsenic,3.31,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,5.831501961
S232C2,S232,8/1/2002,Arsenic,43.7,mg/kg,,Y,SOIL,REG,SB,N,N,4.5,5,5.831501961
S233A3T,S233,8/2/2002,Arsenic,11.3,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,7.233215332
S233B4L,S233,8/2/2002,Arsenic,11.1,mg/kg,,Y,SOIL,REG,SB,N,N,3.5,4,7.233215332
S233F4T,S233,8/2/2002,Arsenic,3.47,mg/kg,,Y,SOIL,REG,SB,N,N,11.5,12,7.233215332
S235A2,S235,8/2/2002,Arsenic,25.9,mg/kg,,Y,SOIL,REG,SB,N,N,0.5,1,6.425796986
S235B3,S235,8/2/2002,Arsenic,117,mg/kg,,Y,SOIL,REG,SB,N,N,3,3.5,6.425796986
S235F4,S235,8/2/2002,Arsenic,15.4,mg/kg,,Y,SOIL,REG,SB,N,N,11.5,12,6.425796986
S236A4,S236,7/23/2002,Arsenic,1.18,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,5.17039156
S236B4,S236,7/23/2002,Arsenic,56,mg/kg,,Y,SOIL,REG,SB,N,N,3.5,4,5.17039156
S236G4,S236,7/23/2002,Arsenic,14.4,mg/kg,,Y,SOIL,REG,SB,N,N,13.5,14,5.17039156
S237A4,S237,8/5/2002,Arsenic,7.1,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,4.98693037
S237C3,S237,8/5/2002,Arsenic,6.4,mg/kg,,Y,SOIL,REG,SB,N,N,5,5.5,4.98693037
S237E2,S237,8/5/2002,Arsenic,13.7,mg/kg,,Y,SOIL,REG,SB,N,N,8.5,9,4.98693037
S238A4T,S238,7/25/2002,Arsenic,8.61,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,6.592366695
S238C3L,S238,7/25/2002,Arsenic,2.66,mg/kg,,Y,SOIL,REG,SB,N,N,5,5.5,6.592366695
S238L3T,S238,7/25/2002,Arsenic,4.81,mg/kg,,Y,SOIL,REG,SB,N,N,23,23.5,6.592366695
S239A4,S239,7/25/2002,Arsenic,8.5,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,3.992416143
S239F1 MS/MSD,S239,7/25/2002,Arsenic,55.6,mg/kg,,Y,SOIL,MSD,SB,N,N,10,10.5,3.992416143
S239J4T,S239,7/25/2002,Arsenic,14.6,mg/kg,,Y,SOIL,REG,SB,N,N,19.5,20,3.992416143
S240A2L,S240,7/25/2002,Arsenic,2.38,mg/kg,,Y,SOIL,REG,SB,N,N,0.5,1,6.74998951
S240F2T,S240,7/25/2002,Arsenic,43,mg/kg,,Y,SOIL,REG,SB,N,N,10.5,11,6.74998951
S240H4L,S240,7/25/2002,Arsenic,12.6,mg/kg,,Y,SOIL,REG,SB,N,N,15.5,16,6.74998951
S241A4,S241,7/24/2002,Arsenic,5.23,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,4.327244282
S241C1,S241,7/24/2002,Arsenic,11.5,mg/kg,,Y,SOIL,REG,SB,N,N,4,4.5,4.327244282
S241G2,S241,7/24/2002,Arsenic,6.43,mg/kg,,Y,SOIL,REG,SB,N,N,12.5,13,4.327244282
S242A3,S242,7/31/2002,Arsenic,6.45,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,4.167912006
S242A4,S242,7/31/2002,Arsenic,6.45,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,4.167912006
S242F4,S242,7/31/2002,Arsenic,7.68,mg/kg,,Y,SOIL,REG,SB,N,N,11.5,12,4.167912006
S242H4,S242,7/31/2002,Arsenic,11.5,mg/kg,,Y,SOIL,REG,SB,N,N,15.5,16,4.167912006
S243A2,S243,7/29/2002,Arsenic,8.94,mg/kg,,Y,SOIL,REG,SB,N,N,0.5,1,7.222765923
S243D2,S243,7/29/2002,Arsenic,8.41,mg/kg,,Y,SOIL,REG,SB,N,N,6.5,7,7.222765923
S243E4,S243,7/29/2002,Arsenic,25,mg/kg,,Y,SOIL,REG,SB,N,N,9.5,10,7.222765923
S244A2,S244,7/25/2002,Arsenic,6.73,mg/kg,,Y,SOIL,REG,SB,N,N,0.5,1,6.429524899
S244B2,S244,7/25/2002,Arsenic,10.3,mg/kg,,Y,SOIL,REG,SB,N,N,2.5,3,6.429524899
S244E3,S244,7/25/2002,Arsenic,15.8,mg/kg,,Y,SOIL,REG,SB,N,N,9,9.5,6.429524899
S245A1,S245,7/31/2002,Arsenic,3.62,mg/kg,,Y,SOIL,REG,SB,N,N,0,0.5,4.94640255
S245A4,S245,7/31/2002,Arsenic,3.62,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,4.94640255
S245E2,S245,7/31/2002,Arsenic,8.28,mg/kg,,Y,SOIL,REG,SB,N,N,8.5,9,4.94640255
S245I2,S245,7/31/2002,Arsenic,10.6,mg/kg,,Y,SOIL,REG,SB,N,N,16.5,17,4.94640255
S246A4,S246,8/7/2002,Arsenic,2.9,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,7.223737717
S246D2,S246,8/7/2002,Arsenic,62,mg/kg,,Y,SOIL,REG,SB,N,N,6.5,7,7.223737717
S246E2,S246,8/7/2002,Arsenic,15.3,mg/kg,,Y,SOIL,REG,SB,N,N,8.5,9,7.223737717
S247A3,S247,7/25/2002,Arsenic,10.8,mg/kg,,Y,SOIL,REG,SB,N,N,1,1.5,6.400137424
S247B1,S247,7/25/2002,Arsenic,6.3,mg/kg,,Y,SOIL,REG,SB,N,N,2,2.5,6.400137424
S247E1,S247,7/25/2002,Arsenic,14.1,mg/kg,,Y,SOIL,REG,SB,N,N,8,8.5,6.400137424
S248A4,S248,8/6/2002,Arsenic,6.7,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,4.733780861
S248B4,S248,8/6/2002,Arsenic,5,mg/kg,,Y,SOIL,REG,SB,N,N,3.5,4,4.733780861
S248H2,S248,8/6/2002,Arsenic,5.3,mg/kg,,Y,SOIL,REG,SB,N,N,14.5,15,4.733780861
S249A4,S249,8/12/2002,Arsenic,3.9,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,6.000003815
S249B1,S249,8/12/2002,Arsenic,35.1,mg/kg,,Y,SOIL,REG,SB,N,N,2,2.5,6.000003815
S249F4,S249,8/12/2002,Arsenic,8.7,mg/kg,,Y,SOIL,REG,SB,N,N,11.5,12,6.000003815
S250A4,S250,8/12/2002,Arsenic,9.1,mg/kg,,Y,SOIL,REG,SB,N,N,1.5,2,4.549334049
S250D4,S250,8/12/2002,Arsenic,45.5,mg/kg,,Y,SOIL,REG,SB,N,N,7.5,8,4.549334049
S250H2Grab,S250,8/12/2002,Arsenic,11.4,mg/kg,,Y,SOIL,REG,SB,N,N,14.5,15,4.549334049
S251B2,S251,7/30/2002,Arsenic,5.16,mg/kg,,Y,SOIL,REG,SB,N,N,2.5,3,5.801260948
S251C1,S251,7/30/2002,Arsenic,7.04,mg/kg,,Y,SOIL,REG,SB,N,N,4,4.5,5.801260948
